PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35284587","Using Pitch-Tracking Data to Identify Risk Factors for Medial Ulnar Collateral Ligament Reconstruction in Major League Baseball Pitchers","Cohen SA, Portney DA, Cohen LE, Bolia-Kavouklis I, Weber AE, Saltzman MD.","Orthop J Sports Med. 2022 Mar 7;10(3):23259671211065756. doi: 10.1177/23259671211065756. eCollection 2022 Mar.","Cohen SA","Orthop J Sports Med","2022","2022/03/14","PMC8905067","","10.1177/23259671211065756"
"35283938","Model for Teaching the Helping Babies Survive Course Series and Advanced Life Support in Obstetrics Workshops to Rural Skilled Birth Attendants in Uganda","Kinnevey C, Douglas D, Larsen A, Wilson M, Sams S, Kawooya M, Kirumira F, Douglas R.","Afr Health Sci. 2021 Dec;21(4):1860-1869. doi: 10.4314/ahs.v21i4.44.","Kinnevey C","Afr Health Sci","2021","2022/03/14","PMC8889836","","10.4314/ahs.v21i4.44"
"35283803","Characterizing Emotion Recognition and Theory of Mind Performance Profiles in Unaffected Siblings of Autistic Children","Uljarević M, Bott NT, Libove RA, Phillips JM, Parker KJ, Hardan AY.","Front Psychol. 2022 Feb 24;12:736324. doi: 10.3389/fpsyg.2021.736324. eCollection 2021.","Uljarević M","Front Psychol","2022","2022/03/14","PMC8907847","","10.3389/fpsyg.2021.736324"
"35282640","Electronic structure studies reveal 4f/5d mixing and its effect on bonding characteristics in Ce-imido and -oxo complexes","Moreau LM, Lapsheva E, Amaro-Estrada JI, Gau MR, Carroll PJ, Manor BC, Qiao Y, Yang Q, Lukens WW, Sokaras D, Schelter EJ, Maron L, Booth CH.","Chem Sci. 2022 Jan 24;13(6):1759-1773. doi: 10.1039/d1sc06623d. eCollection 2022 Feb 9.","Moreau LM","Chem Sci","2022","2022/03/14","PMC8827158","","10.1039/d1sc06623d"
"35282549","Malignant Pilomatricoma of the Lower Extremity: A Difficult and Rare Diagnosis","Subramanyam C, Dyrek P, Yao X, Kay MH.","Cureus. 2022 Feb 6;14(2):e21957. doi: 10.7759/cureus.21957. eCollection 2022 Feb.","Subramanyam C","Cureus","2022","2022/03/14","PMC8903812","","10.7759/cureus.21957"
"35281954","Bevacizumab's Association With a Decreased Risk of Brain Metastases in ECOG-ACRIN E1505, a Phase 3 Randomized Trial of Adjuvant Chemotherapy With or Without Bevacizumab in Surgically Resected NSCLC","Varlotto JM, Wang Y, Sun Z, Wakelee HA, Ramalingam S, Schiller J.","JTO Clin Res Rep. 2022 Jan 10;3(3):100274. doi: 10.1016/j.jtocrr.2021.100274. eCollection 2022 Mar.","Varlotto JM","JTO Clin Res Rep","2022","2022/03/14","PMC8908250","","10.1016/j.jtocrr.2021.100274"
"35281784","SARS-CoV-2 Omicron variant: A next phase of the COVID-19 pandemic and a call to arms for system sciences and precision medicine","Mostafavi E, Dubey AK, Teodori L, Ramakrishna S, Kaushik A.","MedComm (2020). 2022 Feb 11;3(1):e119. doi: 10.1002/mco2.119. eCollection 2022 Mar.","Mostafavi E","MedComm (2020)","2022","2022/03/14","PMC8906459","","10.1002/mco2.119"
"35281760","One planet: one health. A call to support the initiative on a global science-policy body on chemicals and waste","Brack W, Barcelo Culleres D, Boxall ABA, Budzinski H, Castiglioni S, Covaci A, Dulio V, Escher BI, Fantke P, Kandie F, Fatta-Kassinos D, Hernández FJ, Hilscherová K, Hollender J, Hollert H, Jahnke A, Kasprzyk-Hordern B, Khan SJ, Kortenkamp A, Kümmerer K, Lalonde B, Lamoree MH, Levi Y, Lara Martín PA, Montagner CC, Mougin C, Msagati T, Oehlmann J, Posthuma L, Reid M, Reinhard M, Richardson SD, Rostkowski P, Schymanski E, Schneider F, Slobodnik J, Shibata Y, Snyder SA, Fabriz Sodré F, Teodorovic I, Thomas KV, Umbuzeiro GA, Viet PH, Yew-Hoong KG, Zhang X, Zuccato E.","Environ Sci Eur. 2022;34(1):21. doi: 10.1186/s12302-022-00602-6. Epub 2022 Mar 8.","Brack W","Environ Sci Eur","2022","2022/03/14","PMC8902847","","10.1186/s12302-022-00602-6"
"35281262","Plasmalogens Eliminate Aging-Associated Synaptic Defects and Microglia-Mediated Neuroinflammation in Mice","Gu J, Chen L, Sun R, Wang JL, Wang J, Lin Y, Lei S, Zhang Y, Lv D, Jiang F, Deng Y, Collman JP, Fu L.","Front Mol Biosci. 2022 Feb 23;9:815320. doi: 10.3389/fmolb.2022.815320. eCollection 2022.","Gu J","Front Mol Biosci","2022","2022/03/14","PMC8906368","","10.3389/fmolb.2022.815320"
"35280965","Plasma and CSF NfL are differentially associated with biomarker evidence of neurodegeneration in a community-based sample of 70-year-olds","Dittrich A, Ashton NJ, Zetterberg H, Blennow K, Simrén J, Geiger F, Zettergren A, Shams S, Machado A, Westman E, Schöll M, Skoog I, Kern S.","Alzheimers Dement (Amst). 2022 Mar 5;14(1):e12295. doi: 10.1002/dad2.12295. eCollection 2022.","Dittrich A","Alzheimers Dement (Amst)","2022","2022/03/14","PMC8897823","","10.1002/dad2.12295"
"35280922","Woman with abdominal pain and fever","Swenson AL, Lipman GS, Garcia ECM.","J Am Coll Emerg Physicians Open. 2022 Mar 5;3(2):e12701. doi: 10.1002/emp2.12701. eCollection 2022 Apr.","Swenson AL","J Am Coll Emerg Physicians Open","2022","2022/03/14","PMC8897659","","10.1002/emp2.12701"
"35280348","COVID-19 Booster Vaccine Equity for Patients with Cancer","Prasad RN, Patel M, Palmer JD.","Adv Radiat Oncol. 2022 Mar 9:100939. doi: 10.1016/j.adro.2022.100939. Online ahead of print.","Prasad RN","Adv Radiat Oncol","2022","2022/03/14","PMC8904322","","10.1016/j.adro.2022.100939"
"35280050","Tension offloading improves cutaneous scar formation in Achilles tendon repair","Abbas DB, Lintel H, Griffin M, Guardino NJ, Guo JL, Spielman AF, Cotterell AC, Parker JBL, Januszyk M, Wan DC.","J Surg Case Rep. 2022 Mar 9;2022(3):rjac066. doi: 10.1093/jscr/rjac066. eCollection 2022 Mar.","Abbas DB","J Surg Case Rep","2022","2022/03/14","PMC8907408","","10.1093/jscr/rjac066"
"35275955","Fertility preservation in transgender and non-binary adolescents and young adults","Cooper HC, Long J, Aye T.","PLoS One. 2022 Mar 11;17(3):e0265043. doi: 10.1371/journal.pone.0265043. eCollection 2022.","Cooper HC","PLoS One","2022","2022/03/11","PMC8916634","","10.1371/journal.pone.0265043"
"35275922","Molecular physiology of pumiliotoxin sequestration in a poison frog","Alvarez-Buylla A, Payne CY, Vidoudez C, Trauger SA, O'Connell LA.","PLoS One. 2022 Mar 11;17(3):e0264540. doi: 10.1371/journal.pone.0264540. eCollection 2022.","Alvarez-Buylla A","PLoS One","2022","2022/03/11","PMC8916643","","10.1371/journal.pone.0264540"
"35274073","Telemedicine and Telementoring in Rhinology, Otology, and Laryngology: A Scoping Review","Yang A, Kim D, Hwang PH, Lechner M.","OTO Open. 2022 Mar 5;6(1):2473974X211072791. doi: 10.1177/2473974X211072791. eCollection 2022 Jan-Mar.","Yang A","OTO Open","2022","2022/03/11","PMC8902203","","10.1177/2473974X211072791"
"35273932","Editorial: IPEX 2020: An Expanding Disease Spectrum and Novel Precision Therapies","Bacchetta R, Chatila T.","Front Pediatr. 2022 Feb 22;10:856920. doi: 10.3389/fped.2022.856920. eCollection 2022.","Bacchetta R","Front Pediatr","2022","2022/03/11","PMC8902034","","10.3389/fped.2022.856920"
"35273876","Utilization of a National Writing Challenge to Promote Scholarly Work: A Pilot Study","Keniston A, Frank M, McBeth L, Barkoudah E, Pavon J, Rohatgi N, Vaughn V, Bhandari S, Burden M.","Cureus. 2022 Feb 5;14(2):e21935. doi: 10.7759/cureus.21935. eCollection 2022 Feb.","Keniston A","Cureus","2022","2022/03/11","PMC8900829","","10.7759/cureus.21935"
"35273814","Overcoming Barriers to Diabetes Technology in Youth with Type 1 Diabetes and Public Insurance: Cases and Call to Action","Lee MY, Tanenbaum ML, Maahs DM, Prahalad P.","Case Rep Endocrinol. 2022 Mar 1;2022:9911736. doi: 10.1155/2022/9911736. eCollection 2022.","Lee MY","Case Rep Endocrinol","2022","2022/03/11","PMC8904094","","10.1155/2022/9911736"
"35272710","The use of tantalum cones and diaphyseal-engaging stems in tibial component revision: a consecutive series","Spinello P, Thiele RAR, Zepeda K, Giori N, Indelli PF.","Knee Surg Relat Res. 2022 Mar 10;34(1):12. doi: 10.1186/s43019-022-00141-7.","Spinello P","Knee Surg Relat Res","2022","2022/03/11","PMC8908299","","10.1186/s43019-022-00141-7"
