PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33457606","Physician Burnout, Resilience, and Patient Experience in a Community Practice: Correlations and the Central Role of Activation","Howell TG, Mylod DE, Lee TH, Shanafelt T, Prissel P.","J Patient Exp. 2020 Dec;7(6):1491-1500. doi: 10.1177/2374373519888343. Epub 2019 Dec 15.","Howell TG","J Patient Exp","2020","2021/01/18","PMC7786721","","10.1177/2374373519888343"
"33089184","Evidence That Homeostatic Sleep Regulation Depends on Ambient Lighting Conditions during Wakefulness","Cajochen C, Reichert C, Maire M, Schlangen LJM, Schmidt C, Viola AU, Gabel V.","Clocks Sleep. 2019 Dec 11;1(4):517-531. doi: 10.3390/clockssleep1040040. eCollection 2019 Dec.","Cajochen C","Clocks Sleep","2019","2020/10/22","PMC7445844","","10.3390/clockssleep1040040"
"32981992","Sensitivity Analysis for Unmeasured Confounding in Meta-Analyses","Mathur MB, VanderWeele TJ.","J Am Stat Assoc. 2020;115(529):163-172. doi: 10.1080/01621459.2018.1529598. Epub 2019 Apr 30.","Mathur MB","J Am Stat Assoc","2020","2020/09/28","PMC7518377","NIHMS1520255","10.1080/01621459.2018.1529598"
"32954264","Novel strain analysis informs about injury susceptibility of the corpus callosum to repeated impacts","Champagne AA, Peponoulas E, Terem I, Ross A, Tayebi M, Chen Y, Coverdale NS, Nielsen PMF, Wang A, Shim V, Holdsworth SJ, Cook DJ.","Brain Commun. 2019 Oct 4;1(1):fcz021. doi: 10.1093/braincomms/fcz021. eCollection 2019.","Champagne AA","Brain Commun","2019","2020/09/21","PMC7425391","","10.1093/braincomms/fcz021"
"32923852","Susan G. Komen Big Data for Breast Cancer Initiative: How Patient Advocacy Organizations Can Facilitate Using Big Data to Improve Patient Outcomes","Jourquin J, Reffey SB, Jernigan C, Levy M, Zinser G, Sabelko K, Pietenpol J, Sledge G Jr.","JCO Precis Oncol. 2019 Sep 12;3:PO.19.00184. doi: 10.1200/PO.19.00184. eCollection 2019.","Jourquin J","JCO Precis Oncol","2019","2020/09/14","PMC7446366","","10.1200/PO.19.00184"
"32905199","The longitudinal relationship between patient-reported outcomes and clinical characteristics among patients with focal segmental glomerulosclerosis in the Nephrotic Syndrome Study Network","Troost JP, Waldo A, Carlozzi NE, Murphy S, Modersitzki F, Trachtman H, Nachman PH, Reidy KJ, Selewski DT, Herreshoff EG, Srivastava T, Gibson KL, Derebail VK, Lin JJ, Hingorani S, Fornoni A, Fervenza FC, Sambandam K, Athavale AM, Kopp JB, Reich HN, Adler SG, Greenbaum LA, Dell KM, Appel G, Wang CS, Sedor J, Kaskel FJ, Lafayette RA, Atkinson MA, Lieske JC, Sethna CB, Kretzler M, Hladunewich MA, Lemley KV, Brown E, Meyers KE, Gadegbeku CA, Holzman LB, Jefferson JA, Tuttle KR, Singer P, Hogan MC, Cattran DC, Barisoni L, Gipson DS; Nephrotic Syndrome Study Network.","Clin Kidney J. 2019 Aug 5;13(4):597-606. doi: 10.1093/ckj/sfz092. eCollection 2020 Aug.","Troost JP","Clin Kidney J","2019","2020/09/09","PMC7467600","","10.1093/ckj/sfz092"
"32875859","Timing of Adjuvant Radiation Therapy and Risk of Wound-Related Complications Among Patients With Spinal Metastatic Disease","Azad TD, Varshneya K, Herrick DB, Pendharkar AV, Ho AL, Stienen M, Zygourakis C, Bagshaw HP, Veeravagu A, Ratliff JK, Desai A.","Global Spine J. 2021 Jan;11(1):44-49. doi: 10.1177/2192568219889363. Epub 2019 Nov 22.","Azad TD","Global Spine J","2021","2020/09/03","PMC7734271","","10.1177/2192568219889363"
"32875831","Outcomes After Cervical Disc Arthroplasty Versus Stand-Alone Anterior Cervical Discectomy and Fusion: A Meta-Analysis","Gendreau JL, Kim LH, Prins PN, D'Souza M, Rezaii P, Pendharkar AV, Sussman ES, Ho AL, Desai AM.","Global Spine J. 2020 Dec;10(8):1046-1056. doi: 10.1177/2192568219888448. Epub 2019 Nov 21.","Gendreau JL","Global Spine J","2020","2020/09/03","PMC7645085","","10.1177/2192568219888448"
"32832579","States as Sites of Educational (In)Equality: State Contexts and the Socioeconomic Achievement Gradient","Jang H, Reardon SF.","AERA Open. 2019 Jul-Sep;5(3):1-22. doi: 10.1177/2332858419872459. Epub 2019 Sep 3.","Jang H","AERA Open","2019","2020/08/25","PMC7413034","","10.1177/2332858419872459"
"32734233","Intradialytic Symptoms and Recovery Time in Patients on Thrice-Weekly In-Center Hemodialysis: A Cross-sectional Online Survey","Alvarez L, Brown D, Hu D, Chertow GM, Vassalotti JA, Prichard S.","Kidney Med. 2019 Dec 20;2(2):125-130. doi: 10.1016/j.xkme.2019.10.010. eCollection 2020 Mar-Apr.","Alvarez L","Kidney Med","2019","2020/08/01","PMC7380355","","10.1016/j.xkme.2019.10.010"
"32734229","Sodium Excretion and Cardiovascular Outcomes in African American Patients With CKD: Findings From the African American Study of Kidney Disease and Hypertension","Pearson K, Anderson CAM, Jimenez S, Montez-Rath ME, Chang TI.","Kidney Med. 2019 Dec 10;2(1):80-82. doi: 10.1016/j.xkme.2019.10.008. eCollection 2020 Jan-Feb.","Pearson K","Kidney Med","2019","2020/08/01","PMC7380340","","10.1016/j.xkme.2019.10.008"
"32734218","Association Between Type of Vascular Access Used in Hemodialysis Patients and Subsequent Kidney Transplant Outcomes","Airy M, Lenihan CR, Ding VY, Montez-Rath ME, Cheng J, Navaneethan SD, Wasse H, Winkelmayer WC.","Kidney Med. 2019 Oct 25;1(6):383-390. doi: 10.1016/j.xkme.2019.08.005. eCollection 2019 Nov-Dec.","Airy M","Kidney Med","2019","2020/08/01","PMC7384366","","10.1016/j.xkme.2019.08.005"
