"pmid","pmcid_pmc","pmcid_uid","doi","filename","is_research","is_review","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"24850430","","4156465","10.1038/mi.2014.40","./publications_lund/PMC4156465.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/mi.2014.40",FALSE,"",FALSE,"","",TRUE
"25447230","","4262574","10.1016/j.nbd.2014.10.012","./publications_lund/PMC4262574.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.nbd.2014.10.012",FALSE,"",FALSE,"","",TRUE
"25361981","","4269343","10.1093/annonc/mdu498","./publications_lund/PMC4269343.xml",TRUE,FALSE,TRUE,TRUE,"10.1093/annonc/mdu498",TRUE,"field-specific repository",FALSE,"details of the hrsta-2 0 custom human affymetrix array gpl10379 are available at ncbi geo depository as gpl10379 ( http://www ncbi nlm nih gov/geo/query/acc cgi?;     the gene expression microarray data have been deposited into the gene expression omnibus under the accession number of gse56493.","",TRUE
"25138666","","4270738","10.1038/mi.2014.70","./publications_lund/PMC4270738.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/mi.2014.70",FALSE,"",FALSE,"","",TRUE
"25565797","","4279608","10.2147/COPD.S73423","./publications_lund/PMC4279608.xml",TRUE,FALSE,TRUE,FALSE,"10.2147/COPD.S73423",FALSE,"",FALSE,"","",TRUE
"25321156","","4280272","10.1097/MNM.0000000000000224","./publications_lund/PMC4280272.xml",TRUE,FALSE,TRUE,FALSE,"10.1097/MNM.0000000000000224",FALSE,"",FALSE,"","",TRUE
"24990397","","4282828","10.1017/S0033291714001524","./publications_lund/PMC4282828.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S0033291714001524",FALSE,"",FALSE,"","",TRUE
"24912758","","4283615","10.1136/oemed-2013-101960","./publications_lund/PMC4283615.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/oemed-2013-101960",FALSE,"",FALSE,"","",TRUE
"25315109","","4284371","10.1007/s12149-014-0913-y","./publications_lund/PMC4284371.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s12149-014-0913-y",FALSE,"",FALSE,"","",TRUE
"25562316","","4285398","10.1371/journal.pbio.1002033","./publications_lund/PMC4285398.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pbio.1002033",TRUE,"general-purpose repository",FALSE,"in short while phenotype data are as complex diverse and nuanced as genomic data they have not seen data standardization and analyses applied with the same broad strokes as we have seen for genomics10 1371/journal pbio 1002033 t001 table 1 phenotype data source characteristics example/reference published literature from biological and biomedical domains highly dispersed corpus mainly digitized but still in natural language; contains abundant phenotypes publisher websites reviews that summarize important reference phenotype datasets supplementary data spreadsheets text files publisher repositories open repositories (e g dryad ) trait databases and large corpora relational databases containing free text phenotype descriptions phenotype repositories specific to a particular field of study biodiversity heritage library encyclopedia of life plant trait database morphology databases - images annotated with keywords (free text); dispersed across many databases and repositories; phenotype or genotype data contained in these images are not computationally accessible biodiversity image stores - patient mri images x-rays bright-field micrographs image-bases of plant phenotypes natural history collections >3000000000 biological specimens worldwide some with free text descriptions and associated images idigbio auto-generated data quantitative data from satellite tracking devices environmental sensors and high-throughput phenotyping processes national ecological observatory network (neon) high throughput - tracking sensors the rich legacy of research in the life sciences includes a wealth of phenotype data contained in many sources for millions of extinct and extant species.","",TRUE
"25539411","","4286230","10.1097/QCO.0000000000000127","./publications_lund/PMC4286230.xml",TRUE,FALSE,TRUE,TRUE,"10.1097/QCO.0000000000000127",FALSE,"",FALSE,"","",TRUE
"24363175","","4286627","10.1007/s10198-013-0545-5","./publications_lund/PMC4286627.xml",TRUE,FALSE,TRUE,FALSE,"10.1007/s10198-013-0545-5",FALSE,"",FALSE,"","",TRUE
"25445449","","4289916","10.1016/j.bone.2014.10.008","./publications_lund/PMC4289916.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.bone.2014.10.008",FALSE,"",FALSE,"","",TRUE
"25583031","","4291558","10.1038/srep07732","./publications_lund/PMC4291558.xml",TRUE,FALSE,TRUE,FALSE,"10.1038/srep07732",FALSE,"",FALSE,"","",TRUE
